fid,2021-01_lst,2021-02_lst,2021-03_lst,2021-04_lst,2021-05_lst,2021-06_lst,2021-07_lst,2021-08_lst,2021-09_lst,2021-10_lst,2021-11_lst,2021-12_lst,2022-01_lst,2022-02_lst,2022-03_lst,2022-04_lst,2022-05_lst,2022-06_lst,2022-07_lst,2022-08_lst,2022-09_lst,2022-10_lst,2022-11_lst,2022-12_lst,2023-01_lst,2023-02_lst,2023-03_lst,2023-04_lst,2023-05_lst,2023-06_lst,2023-07_lst,2023-08_lst,2023-09_lst,2023-10_lst,2023-11_lst,2023-12_lst,2024-01_lst,2024-02_lst,2024-03_lst,2024-04_lst,2024-05_lst,2024-06_lst,2024-07_lst,2024-08_lst,2024-09_lst,2024-10_lst,2024-11_lst,2024-12_lst
48,39.80803974,39.91905483,42.439228,48.05275225,40.88767879,40.34337775,37.57671015,33.56535853,35.23636463,40.38186989,43.12839734,39.92275259,39.66546684,40.27346135,41.61000086,48.4737743,45.94560832,38.99508693,39.18779069,29.03159585,32.40732474,38.00401937,39.54811,39.46422633,37.2801958,42.06508881,45.26659187,47.86182994,45.86059837,46.12311009,32.29882366,31.89728019,32.50340328,37.91057849,40.42074657,39.1546399,36.65690551,40.91180907,41.74286715,43.37408882,43.81351426,39.72019037,32.55397083,33.95378874,31.67728701,36.63302116,37.40243589,33.97616817
49,41.35670661,42.46920711,46.92517395,51.4258526,46.21031495,38.1798104,39.76231856,30.68791334,32.72816944,39.06847658,41.63151327,40.35899006,40.11491796,39.21839734,44.82638934,48.39480791,48.00371369,38.88407404,33.67113506,30.62743251,30.93179617,34.36676656,41.48671764,39.78025076,38.13864463,42.49608067,45.2048817,49.37153491,47.61724796,46.34824548,34.49536219,35.17120362,30.74370972,35.04720848,40.35803597,38.61289946,37.06208503,41.12699789,45.99688723,45.03456281,44.74899563,43.62758317,31.87426866,28.75118032,29.47777685,39.30706126,39.5592472,34.91381192
50,41.98985215,42.10698936,47.3243466,51.12164843,45.4321617,39.43652224,37.4559664,27.40897245,31.70576447,38.50897014,42.41065718,40.98882045,42.03147793,40.10564822,45.79797993,48.98882513,48.84309803,37.86760851,32.75347502,28.9602035,30.23078744,32.70191828,39.61798575,39.23238956,38.06891995,41.24164765,44.91011556,49.06468835,48.48868845,45.35854532,35.60297846,32.95334578,29.48985,35.67786706,39.96381572,38.88975006,37.16980827,41.82277222,46.48637942,45.05084923,44.08751304,42.82591927,30.22016022,28.76498001,28.80874928,36.44140577,38.49776996,35.2522367
51,40.73386241,41.1117472,46.06610747,51.26685732,45.04254793,37.09081172,37.72397761,31.64604069,34.87095665,40.18154,41.33957297,39.67033544,39.24283533,38.18548219,45.59324852,48.71711989,46.47228292,38.99389823,33.39138001,32.47604193,32.92185019,34.42199186,39.62330185,39.05930999,38.26185915,42.88514105,45.27480602,49.58368288,49.86264319,45.45812701,34.20085447,37.89048399,33.05742927,34.29808549,38.90424384,38.07380379,36.53745044,41.2814195,45.252138,45.04546998,44.43531244,43.11156401,32.06717403,30.55,29.96877558,36.98168166,37.75834602,33.77331854
52,40.36079303,41.04264575,45.58583474,45.0596914,40.17617558,37.5815824,29.59862204,30.98158775,30.85332822,31.31603051,34.01859785,37.57083779,38.83386219,38.7595549,42.0733474,43.87827532,45.02500869,34.00238435,27.44848014,26.89491373,29.42430072,29.62934527,33.02669821,35.80666181,37.99710446,41.4254592,44.14464522,45.61154375,43.62398473,40.45264824,29.34155939,28.82404229,28.60181132,30.88601752,33.08064035,36.65810685,35.89103626,40.7585968,42.39385539,41.19137901,38.91965412,38.49216705,28.33431488,28.5478519,28.03882087,30.25549646,31.92774879,33.33899055
53,39.06537513,40.03340074,44.07993787,44.12661887,39.92106967,35.66062405,30.40207014,30.5517385,31.06716547,30.15373723,32.57498935,35.09850863,37.23485815,37.32265203,42.34686225,43.32984195,44.11674243,30.86855768,26.51237549,27.92463992,29.25741767,29.71174308,32.45415742,34.36161182,36.55528094,40.20941951,42.86846152,45.09485213,42.30207831,38.63478348,28.05867574,27.87863312,29.52048777,30.16692128,31.92779565,34.58466399,34.65781781,39.64085323,41.45309253,41.32405455,35.81009264,36.58029142,28.64403647,29.08508766,28.31752041,29.90821128,31.01369474,32.31372663
54,34.63200027,35.42650352,38.4391471,41.87314896,40.35613079,38.22525136,28.83990317,33.12848256,32.78231463,32.17225229,33.10447937,33.46429102,32.95440907,34.85871734,37.22823849,41.73387585,40.87509086,32.95937525,30.62303226,27.33983437,28.54102571,30.53622894,32.0916607,32.34248707,30.58090596,35.32072821,38.60962595,42.55335058,40.12856214,38.35708582,,26.58889375,31.35359464,31.83525003,31.98706858,32.67964054,31.31365831,34.05141398,38.61959544,39.710512,39.20125348,35.84452978,23.25,25.34163093,29.79892957,32.27518636,30.87232392,29.7398395
55,40.54223733,39.23846311,41.31055423,46.62395104,41.15139408,44.55254335,36.36177818,33.73350221,35.84884053,37.34817409,41.710068,40.35548793,37.5483849,39.11143149,40.83874872,45.95060184,43.43947977,36.14276777,37.28599456,,30.84844271,36.80094866,37.39628018,38.6566814,36.38059504,38.50604896,43.49902754,45.11891193,44.97946617,40.92132948,26.85019381,32.09802788,30.40935056,33.33201972,37.19393744,37.95951377,35.41297518,39.11250595,41.48181231,42.47947637,40.52517171,37.32938456,25.72083921,27.52581692,30.62577695,32.66048963,35.08548453,34.38973818
56,39.21541427,39.19932168,40.64816685,44.34906822,40.86033588,40.55296077,27.36454625,31.45313778,30.78931633,31.12208428,33.78922381,35.7157917,35.74557876,38.44291671,40.30599316,44.93722548,42.39643365,34.94793386,28.6985382,26.8430902,30.4098718,30.6406911,31.34972356,33.52260442,34.00317268,39.59939425,43.23271681,46.30448526,42.76533022,42.07980373,33.03465147,30.63566549,29.56121997,31.37856855,33.5390423,36.76989936,34.83891246,40.10274774,41.5858495,42.69761474,42.14607782,37.19430367,27.37299494,27.73128741,27.00131741,30.92152881,31.99640039,31.92727274
57,35.88659476,37.77241454,39.92445033,43.07611344,38.66818922,39.21324984,27.82939886,30.82697671,30.0138931,30.44769803,32.40398056,33.28445723,33.54655335,36.44906093,39.6694417,43.680725,41.13306588,34.98273593,29.04482619,26.32396719,30.01994419,30.14060697,29.67085863,31.74118121,32.68180924,38.16897145,42.22228995,45.51453517,42.35149165,40.02381278,31.46940791,28.72093371,29.32804286,30.02067003,31.03830856,34.2492437,33.27998465,38.90951381,39.84650552,41.40541295,40.37945634,35.13228793,27.25766987,26.94420401,27.43525386,30.03921384,30.69393498,30.64017004
58,40.09675133,40.07347658,41.41220219,45.63716983,42.23339297,40.93705655,26.78015466,32.28099344,31.07126135,31.63652477,34.6988281,37.13506113,37.52976805,39.59638092,41.35073406,45.42081678,42.90377416,36.13978198,27.39705896,25.18106556,30.75005619,31.36375618,32.90158276,35.02247146,35.6870588,40.28782613,43.77741122,45.72196754,42.65435224,41.49354491,31.94216758,32.66800638,29.95636249,31.88287557,34.57445249,38.85299919,36.75003506,40.17744673,42.15356514,42.84886766,42.624114,38.22338488,27.59662546,29.48632312,27.23915445,31.76841634,33.08690147,32.97544547
59,38.28239205,38.60116606,40.44946406,44.29641969,40.50798886,39.90718854,26.85885913,31.58605327,30.97527106,31.57775444,33.57475815,35.39537137,35.52716092,38.07530065,40.37002838,44.54355133,42.33061616,34.66785784,29.25303066,25.70823798,30.25806003,30.78466856,31.463408,33.77196291,34.16100485,39.85604414,43.42992717,45.64612535,42.63338196,41.15415421,32.55633177,30.16217733,30.30314286,31.17498223,33.35270308,37.34071934,34.87915349,38.96800795,41.38135218,42.30578972,41.85160041,37.27370854,27.8178295,28.36985378,27.80441935,30.7755042,32.11546095,31.84722303
60,39.91478066,39.51962209,41.83090958,45.54534228,42.60596346,40.16889727,29.1217078,31.82546623,30.40297121,30.92293676,34.4705886,36.55464875,36.33140289,39.20616973,41.48998377,45.83101478,43.54318012,36.02704083,26.78390837,27.30395678,30.53228254,30.61576414,31.98201371,34.14463182,35.05882598,40.37837134,43.5497304,46.91667687,44.633059,42.49976643,33.97862938,31.07920773,29.87007374,32.05228355,35.53131956,38.8396513,36.42546735,39.89022848,42.25699812,43.27424704,42.46915329,36.9834964,27.0927363,28.57054968,27.13124963,31.66075239,32.3616982,32.65065244
61,34.4566863,37.69264208,39.83082545,42.51286602,38.81927534,38.49430114,28.53815888,31.11783121,30.12077597,29.85454215,29.97687187,31.3271172,31.54725798,34.34191838,40.07883571,43.16675765,40.51087532,33.68892644,28.38965883,27.6527197,27.36625683,28.81720361,28.59364602,30.15481097,30.52541431,36.67703203,41.95169972,43.55027438,39.92837029,38.20943157,28.98650532,26.80722049,29.23861101,29.76932656,29.25074758,31.14225981,30.41066558,36.33843224,39.84607433,39.49120504,39.99937902,34.80898322,27.8104093,27.89095975,27.21031179,29.13589431,29.37044567,28.99834564
62,35.14442365,37.72220661,40.08781487,42.96838232,38.8978064,38.6413169,28.63977469,31.04990624,30.56487391,30.51540405,30.73403647,32.44800361,32.98524611,35.75589468,39.93034447,43.7045287,41.15878815,34.45870298,28.29476312,27.74795648,28.2849981,29.13165523,29.30403745,30.83696025,31.84552542,36.71699253,41.78649981,44.67904868,41.15375876,40.20160725,29.22843779,27.77828328,29.784203,29.74176004,30.14883368,32.29814768,31.10529164,37.54992158,40.28242799,40.92630763,40.68004136,35.27538798,26.72483491,26.84327887,27.58217053,29.90191159,29.93459595,29.70096604
63,35.12799461,38.10719752,39.84180406,42.68318653,38.38362735,38.79690418,28.16289494,29.90939694,29.6523135,29.69588079,30.38873867,31.6987833,32.27970618,35.53920062,39.27409944,43.04454995,40.4646112,35.05644576,27.64318656,26.76559633,28.5273625,28.72251907,28.60024552,30.2966428,31.47777869,37.64227222,42.23879173,44.19943281,40.42741752,38.69027536,28.84804921,26.35550267,29.59072083,29.3549475,29.65481541,32.40848167,32.2737122,37.35640424,39.87177464,40.10697992,39.78648669,34.73205979,26.48770731,27.67548667,27.01962136,29.21487632,29.56488807,29.75717488
64,34.81944722,37.57367692,39.47294437,42.3459692,38.35070617,38.57985032,28.52192388,29.68465457,29.536978,30.34663005,31.03410374,32.58684373,33.2496401,36.17607161,39.30398292,43.45652215,40.68881744,34.28864466,27.2272464,26.60147288,29.24580243,29.29793538,28.89420394,30.79836681,32.88503076,37.89909422,42.60688356,46.4732455,42.98489887,40.25329666,30.0192401,27.86139261,28.48429555,29.46409976,30.23537269,33.51221748,33.0667715,38.36117415,41.44380164,42.38244204,41.34348387,34.98193662,25.88884248,26.71621365,26.87514893,29.36399372,29.84690887,30.27844452
65,35.29269277,37.76910339,40.80195271,42.22835884,38.87628712,36.16151415,29.05966876,29.20112147,30.22312059,29.84918856,31.70607322,34.85788042,36.03141333,37.5287064,40.33372879,42.69439559,40.75081627,38.28144416,26.58051121,26.33913751,29.67553993,28.29969946,30.10027688,31.31777211,34.33716388,40.66138686,41.59699355,44.02918409,41.84447642,39.9466985,30.66179756,24.17449419,28.06142234,30.27409138,31.14626136,33.6132947,33.66580377,37.89405153,40.16186074,41.85173876,40.57075516,37.6650146,26.75691488,25.98452051,26.52364558,29.90811832,29.97608334,31.05469813
66,36.14252881,37.5974352,40.41533568,42.7128018,38.81853517,36.12206222,28.37061137,26.19557664,29.83875436,29.18347908,29.93763149,32.95752565,34.59172265,36.51202386,39.55785376,42.15401275,39.3121639,36.30143357,24.79944686,25.92076619,28.82217858,27.68550272,29.45784211,30.84190114,34.46220593,41.4084681,41.25945879,43.60684808,41.44119977,39.97767321,28.46439796,25.47658269,28.21661451,28.68373487,30.12235307,32.40046464,33.02018257,37.36914833,39.91925982,40.24502103,39.57608335,36.27052008,25.54002724,25.23307962,26.47144491,28.41988294,28.85111705,30.89663147
67,36.37183836,38.85904176,42.89860864,43.8413609,40.00828629,38.05075416,28.59910179,29.60965418,31.07467466,30.81343814,32.71533777,35.95867534,36.93413536,37.35784267,40.6428776,44.42114542,42.35650813,35.81334694,28.14906121,26.24859058,29.55409637,28.11445285,31.15173042,32.8078271,35.15317741,42.02585551,42.45214065,44.7541898,42.76639999,41.48812699,30.72054341,25.22248794,28.69598143,30.50551813,32.89427234,34.50942108,34.38463235,38.96590291,41.18307929,42.11428503,41.21076807,38.05056338,26.97588494,26.68179785,26.66530095,29.68344418,30.77189396,31.35493039
68,37.13321833,38.92544286,42.25088381,43.57910293,39.71432291,38.02089289,29.42193276,30.99900111,30.84003324,31.63679184,34.61831757,37.02972812,38.60741914,38.53576005,41.78849011,45.22828987,44.03661984,36.53293803,26.39370465,27.79937578,30.43305357,29.3959262,32.29685743,34.0100513,36.07442288,41.02010213,43.04517649,45.35745578,43.57487057,41.61703067,32.24704892,25.09414894,29.2182976,31.81692964,34.13504625,35.76846471,35.25587241,39.35078962,41.43566532,43.16416676,41.16126615,37.71988756,27.51281496,30.482878,26.97708837,30.74440302,31.80664109,32.47100422
69,37.1283035,37.4940606,40.60697827,43.66232665,39.53977774,40.73468825,30.2785807,31.63090735,30.48433281,30.9019737,31.4251103,32.98555315,34.45722551,35.99605011,39.55784151,43.87396404,41.3290144,35.60106801,27.28250978,27.5208148,29.56633397,29.38332223,29.84012903,31.65639141,31.72636394,38.10515358,41.86943728,44.7346766,42.10628736,40.06342546,29.69648464,26.97823608,31.26204695,31.00648048,31.11683426,33.95229085,33.04904104,37.15545243,39.25020811,40.21801632,39.99136852,35.42682011,27.92665368,28.73687485,28.093696,30.4505211,30.00069508,30.82176559
70,42.41712074,42.5345987,47.37963378,49.99135675,44.10445279,37.60155164,37.5783527,27.28699064,30.13991003,38.236132,41.73699831,40.29112252,41.16051637,39.79123854,43.70451863,48.69867483,48.7738539,35.81933311,29.19405977,28.13398389,29.24854755,32.47581948,40.52587446,39.56524884,37.91990851,41.0409557,44.53670126,48.0488184,45.77781281,44.51901168,33.15378106,31.83889748,28.9630588,34.51789023,39.90960237,39.72542432,37.4222097,41.32709228,45.8349523,43.12219353,43.19720591,41.68948837,29.92296912,26.77088791,27.71020831,36.31178485,39.01261555,36.81487418
71,42.42371798,42.65859757,47.32921211,48.95742306,43.54922753,38.09557519,34.05901524,26.31231028,28.8228068,34.00955915,41.9959524,41.01044303,41.37668168,40.09230437,44.09353298,48.64064327,46.44457446,34.48326402,28.09522974,27.27791253,28.86267802,31.61216954,38.16949536,38.83431008,37.87656698,41.57801858,44.65752961,49.19696796,47.25952555,42.56696999,31.07435497,27.58573612,28.36438302,31.89909649,38.4514815,38.97409213,36.86957815,41.40714318,45.93118629,41.39143367,41.24209663,40.68887992,28.84949671,28.15626993,26.970314,31.79072071,36.08118858,35.59403816
72,42.41178489,42.65824036,47.36799167,50.20145167,44.40295425,38.60234067,35.60071142,26.70500719,29.82184132,38.03943338,41.78744994,40.64645844,41.02991221,39.9965238,44.83439794,48.85461458,49.05686784,35.31473948,31.24008451,27.86886195,29.01733193,32.92790247,39.77607209,39.13560872,38.21282125,40.70383997,45.00921005,48.55642578,46.84063105,43.87965036,33.10470628,32.57075103,28.97974163,33.37535643,39.42417256,39.31953331,37.67538294,41.90901905,46.25638884,42.66996121,43.06106977,41.33320381,30.5342442,27.82981376,27.231655,34.20869114,37.80486763,35.48951997
73,42.07681424,42.6817035,47.47422967,50.63741665,45.26851344,40.3266649,38.38783195,26.95622458,31.32058649,38.33836521,41.65418042,39.57870556,41.24883793,39.05316746,43.80593388,48.04999805,47.79999471,37.15170913,31.80860134,29.06775289,29.45308901,33.18040761,42.00841581,39.68779365,37.63492393,41.14213531,44.35046805,48.80858994,46.39881554,45.87310891,34.43963735,33.23871839,29.7830491,33.57330282,39.81467285,38.9305981,36.6804658,40.75184509,45.66119802,44.12668541,42.91464494,42.46146944,30.68384394,27.52962031,28.13798675,37.56916422,39.26962543,36.1713612
74,29.75547604,29.79699055,30.54738208,32.36025143,30.9078241,31.29643326,27.91999799,28.45698882,30.89159378,30.84310657,29.6942584,29.18918407,28.41541135,30.00354874,30.83447079,32.95559637,33.74699984,29.89096659,28.52038234,26.74906849,28.1669292,28.99535721,29.82455251,28.80508927,27.25861794,29.55805113,32.09928588,32.44327017,31.6973008,30.14959709,30.79412164,27.90732734,30.34688398,29.58637831,28.8813196,28.78446699,27.57205543,28.86036654,30.65107352,30.88189354,30.70605155,28.57629435,25.6678879,25.48201181,28.00493489,29.51721052,28.79909342,26.67823942
75,30.804374,30.78623654,30.06426078,31.0125079,29.70852369,31.51700723,27.74235048,29.18099317,30.96997826,31.39339606,30.33722138,31.0166321,29.3597439,30.40147964,29.45005339,31.8313993,32.6651769,29.95463857,27.87206044,27.08835971,28.38145475,28.69840746,30.26758268,30.41529481,28.45613362,29.54947521,32.15625314,32.16791424,31.30196425,29.48574031,28.38672826,27.42683669,30.01806027,30.59269453,29.68330027,29.42892312,28.49526766,30.05371443,30.43528491,30.63486914,29.72992937,28.91894318,24.98730121,26.76314153,28.13286322,29.31475929,30.0661842,27.42629097
76,36.36855762,37.68901783,42.57009116,47.31291196,42.46584929,43.62109281,42.84045911,35.63947399,39.3393005,41.82796655,43.47529388,37.57975556,38.34904429,36.829356,42.8661735,47.1656111,47.83998052,37.21956001,39.21109392,38.07576659,33.64815843,38.78554714,39.12357839,37.40369381,36.009195,38.70046646,43.0921349,48.99091527,45.98696232,45.26880978,35.02289322,33.31406469,38.44217423,39.50618894,41.99422275,36.6093957,34.39846021,39.84472303,41.04252858,43.9698118,44.79414189,42.53997758,34.60130013,35.16598824,37.86644698,35.87540856,34.60914354,29.53968793
77,37.10543166,38.17268442,42.56592285,47.18383243,41.10670577,44.02238083,42.2106063,35.31195422,39.93492861,41.83005184,43.9014415,37.79523615,38.54562673,37.19384517,42.15056149,47.01192083,48.53991872,36.58740521,39.53325733,39.70830763,35.65520012,40.64384034,41.47461755,38.15253855,36.81367383,39.09869206,42.8654712,49.02785247,45.82532182,45.73212205,35.91890558,33.88599754,40.37903387,41.07891437,42.62976099,37.00932253,34.97990554,39.08768464,40.73016432,43.47944335,44.5050257,42.40878916,34.9276697,36.05237863,34.89603576,38.9893814,37.46002416,30.91756118
78,37.10642926,38.81549068,43.11098728,46.93917234,41.42876084,43.18521072,41.5784406,34.86277309,39.51414468,41.29153657,43.47006794,37.80487874,38.47885561,37.59147629,41.72549965,47.47796176,47.60939559,37.84653763,40.08911952,37.68606021,33.5402939,38.40806017,39.98400881,38.03519526,36.13889593,39.23853257,42.47101123,48.4514359,45.70084715,45.96906173,36.33389426,34.06246865,37.93834007,39.89144294,41.99974996,37.39254395,35.71364609,39.46572537,40.88779975,43.31013427,43.8218378,40.83956773,34.19765751,33.37598411,34.99120802,37.96829477,36.94375895,31.16384358
