fid,COMMUNE,REGION,LZCODE,LZNAME,DEM,aug_22,nov_dec_24,oct_24,recur,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage_scaled,Wetland_percentage_scaled,Bare_percentage_scaled,Impervious_percentage_scaled,Water_percentage_scaled,Irrigated_percentage_scaled,Shrubland_percentage_scaled,Forest_percentage_scaled,Grassland_percentage_scaled,Dry_LST_2021_scaled,Dry_LST_2022_scaled,Dry_LST_2023_scaled,Dry_LST_2024_scaled,Wet_LST_2021_scaled,Wet_LST_2022_scaled,Wet_LST_2023_scaled,Wet_LST_2024_scaled,Dry_NDVI_2021_scaled,Dry_NDVI_2022_scaled,Dry_NDVI_2023_scaled,Dry_NDVI_2024_scaled,Wet_NDVI_2021_scaled,Wet_NDVI_2022_scaled,Wet_NDVI_2023_scaled,Wet_NDVI_2024_scaled,Dry_VHI_M_2021_scaled,Dry_VHI_M_2022_scaled,Dry_VHI_M_2023_scaled,Dry_VHI_M_2024_scaled,Wet_VHI_M_2021_scaled,Wet_VHI_M_2022_scaled,Wet_VHI_M_2023_scaled,Wet_VHI_M_2024_scaled,Dry_precip_log_2021_scaled,Dry_precip_log_2022_scaled,Dry_precip_log_2023_scaled,Dry_precip_log_2024_scaled,Wet_precip_log_2021_scaled,Wet_precip_log_2022_scaled,Wet_precip_log_2023_scaled,Wet_precip_log_2024_scaled
187,HLM,DAKAR,0,Urban Area - Dakar,18,0,0,0,0,56,Dominantly built-up land,30637.1091,145.8909957,30005.08534,142.8813588,29205.10856,139.0719455,29673.65659,141.3031266,0,0,0,1,0,0,0,0,0.041537085,0.224292538,0.296780499,0.256533069,0.273250901,0.581210817,0.385731544,0.488843977,0.683329512,0,0,0.00613569,0.028313884,0.004856467,0,0.019051115,0.054300053,0.758620707,0.727107246,0.550325443,0.539390145,0.455882305,0.21659432,0.567326703,0.301013101,0,0,0,0,0,0,0,0
188,SICAP LIBERTE,DAKAR,0,Urban Area - Dakar,33,0,0,0,0,56,Dominantly built-up land,35231.81369,153.8507148,33754.29803,147.3986814,32346.63366,141.2516754,33797.73705,147.5883714,0,0,0,1,0,0,0,0,0.005325267,0.193835433,0.262620469,0.253975104,0.205642823,0.420812003,0.250145893,0.435286985,0.539065435,0.028914033,0.049039578,0.029755874,0.045170522,0.052012266,0.029250735,0.029667411,0.067178185,0.08620692,0.166161327,0.074611925,0.158195625,0.161764654,0.035697022,0.072277229,0.059816707,0,0,0,0,0,0,0,0
189,FASS THIEKENE,KAFFRINE,10,Rainfed Groundnut and Cereals,49,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,20110.39171,2.80401446,21155.834,2.906420388,21921.28713,3.007860474,22917.42581,3.137224614,0.046468401,0,0,0.004167014,0,0,0.646714899,0.004381929,0.354662804,0.763041949,0.852812016,0.861499119,0.816019976,0.384872869,0.338042798,0.465751247,0.457441615,0.273481651,0.247699943,0.248482146,0.22415196,0.619266784,0.65064532,0.447087538,0.734179419,0.672413891,0.590661052,0.56284436,0.364675922,0.411764696,0.747226191,0.653960431,0.421611157,0.178498539,0.147761447,0.241812068,0.220131374,0.920769195,0.857897289,0.912182749,0.907106627
190,IDA MOURIDE,KAFFRINE,10,Rainfed Groundnut and Cereals,50,0,4.85E-05,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,26933.39794,2.990606034,29091.60447,3.174899539,30501.13896,3.322564157,32180.83952,3.473002323,0.038019601,0,0,0.00312526,0,0,0.726634138,0.004381929,0.282239168,0.792665326,0.819069376,0.907402915,0.821331199,0.492779609,0.385091134,0.52768871,0.502857966,0.284415577,0.264474612,0.260431811,0.228077489,0.635434576,0.657660458,0.410199915,0.734476476,0.362068938,0.378411233,0.587881893,0.571156318,0.249999957,0.723106581,0.369306944,0.301013101,0.300600653,0.207726615,0.134218425,0.0061483,0.897865896,0.874434729,0.903447455,0.917925461
191,SALY ESCALE,KAFFRINE,10,Rainfed Groundnut and Cereals,48,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,27864.64106,4.142209166,28876.96064,4.189316791,29480.07672,4.245402753,31495.63671,4.512268869,0.111946604,0,0,0.00312526,0,0,0.651972743,0.014241269,0.271588634,0.78065421,0.811108231,0.766181959,0.797927674,0.434056157,0.332034738,0.380102112,0.546572605,0.316217127,0.304419125,0.308700746,0.279203094,0.709567386,0.698699576,0.557721135,0.759845947,0.534482777,0.651303805,0.525287908,0.52350687,0.441176434,0.711046774,0.913861467,0.38543174,0.355455708,0.288040706,0.039283783,0.124675804,0.912064644,0.859661086,0.921599967,0.90907592
192,JAXAAY PARCELLES,DAKAR,1,The Niayes Gardening and Fishing,10,0,0,0,0,56,Dominantly built-up land,62521.52862,102.6626086,62649.05288,102.872008,64577.30879,106.0382739,63701.61235,104.6003487,0.0042244,0,0.018896447,0.835486291,0,0.112107623,0.112517877,0.002190964,0.087334384,0.230704561,0.258125729,0.303429099,0.238970749,0.398477991,0.396952426,0.465602264,0.626569875,0.108378114,0.127138264,0.130905838,0.158557749,0.147732737,0.170323236,0.19576108,0.154859088,0.465517323,0.454214675,0.462694074,0.380559102,0.249999957,0.144235344,0.084653528,0.59044872,0,0,0,0,0,0,0,0
193,KEUR MASSAR SUD,DAKAR,0,Urban Area - Dakar,9,0,0,0,0,56,Dominantly built-up land,84629.12934,125.5625064,82266.5564,122.0572053,85665.23536,127.0997557,82779.49952,122.8182485,0.0021122,0,0.037792895,0.970914243,0,0,0.01997981,0.001095482,0.044732246,0.17299636,0.191603565,0.294902548,0.241827428,0.412690544,0.410978528,0.450444624,0.560350299,0.113205371,0.127138264,0.09964383,0.113913997,0.084913588,0.114370058,0.138998141,0.132938863,0.534482777,0.469375365,0.400100089,0.539390145,0.264705826,0.071876512,0.084653528,0.73516653,0,0,0,0,0,0,0,0
194,JOAL FADHIOUTH,THIES,7,Small Coast Fishing and Tourism,15,0.000212925,0,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,33252.75466,16.79432054,32896.89578,16.61459383,34716.98829,17.53383247,34108.25452,17.20033006,0.280922609,0.073126143,0.07558579,0.203141928,0.038293217,0,0.19874653,0.157749441,0.185319303,0.360548011,0.38397847,0.36567292,0.402753698,0.326400043,0.239860085,0.288763137,0.061338491,0.320394316,0.335092561,0.384664422,0.394331191,0.597601585,0.625438455,0.789503137,0.808443911,0.534482777,0.423893299,0.512769142,0.571156318,0.338235261,0.506029939,0.455940671,0.602508525,0,0,0,0,0,0,0,0
195,DAROU NAHIM,DIOURBEL,8,Rainfed Groundnut and Millet,29,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,5346.917733,4.183816692,5739.133753,4.476703395,6340.054557,4.858279354,7077.206465,5.402447683,0.94309733,0,0,0.00312526,0,0,0.002103138,0,0.106505347,0.840648177,0.840644132,0.873131234,0.863631299,1,0.674669243,0.617440434,0.678599542,0.257413945,0.215722267,0.256231756,0.257350668,0.359509761,0.511790607,0.701416462,0.548852313,0.137931011,0.166161327,0.212318511,0.269377316,0.514705957,0.723106581,0.554950478,0.614568332,0,0.00284685,0.008906756,0.267701625,0.676909691,0.817416355,0.867057261,0.785877763
196,DAROU SALAM TYP,DIOURBEL,8,Rainfed Groundnut and Millet,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,9475.096615,2.765644079,10014.46463,2.904427096,10402.89428,3.010096724,11715.2802,3.382985908,0.882899628,0,0,0.00312526,0,0,0.004206276,0,0.166148341,0.872708288,0.80270529,0.819285423,0.87124911,0.890741997,0.871034669,0.424921269,0.619474921,0.276971164,0.224092413,0.259145597,0.260239019,0.431778055,0.561420368,0.727197328,0.585310034,0.637930959,0.30260761,0.537806677,0.428208359,0.338235261,0.95224317,0.678712884,0.891944143,0.014417692,0.080102761,0.083480607,0.155670087,0.71117741,0.813851449,0.861039736,0.801641943
197,DENDEYE GOUY GUI,DIOURBEL,8,Rainfed Groundnut and Millet,27,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,8313.625458,5.38796206,8845.308846,5.601842208,9991.568567,6.28796008,11466.71294,6.987637381,1,0,0,0.007292274,0,0,0.010515689,0,0.037276871,0.850266211,0.844239925,0.855042178,0.833160052,0.990667705,0.686501331,0.648504446,0.676234558,0.271480671,0.214635266,0.232345923,0.244356584,0.374056628,0.460348875,0.666625859,0.629249308,0.293103487,0.287446923,0.287431187,0.428208359,0.691176568,0.711046774,0.777722837,0.783405752,0,0.142373101,0.012769293,0.37854368,0.668560456,0.81965827,0.867709192,0.791132903
198,KAEL,DIOURBEL,8,Rainfed Groundnut and Millet,30,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,12230.09239,2.902252583,13686.66835,3.24328634,14308.51265,3.376241776,16349.6086,3.824469847,0.911414329,0,0,0.002083507,0,0,0.00946412,0,0.133131683,0.889539847,0.834351495,0.917340757,0.868392431,0.692880878,0.975052111,0.589894907,0.6383948,0.27838251,0.228337198,0.270114452,0.266513465,0.36047252,0.529524106,0.74782072,0.495798516,0.31034485,0.21164339,0.324987488,0.364675922,0.367647087,0.614568332,0.579702929,0.57838877,0,0.13851532,0.076691722,0.223413586,0.691215497,0.825246774,0.855906816,0.782338653
199,MADINA,DIOURBEL,8,Rainfed Groundnut and Millet,41,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,13329.48909,2.986665716,14496.52229,3.241619475,15143.30035,3.37643263,17232.5152,3.826046891,0.784682325,0,0,0.004167014,0,0,0.00946412,0,0.258807992,0.914039224,0.82340314,0.913077481,0.817924429,0.581210817,0.903667743,0.576672388,0.584026698,0.309552927,0.263500637,0.292974264,0.294957508,0.41314841,0.562481822,0.732450885,0.645692169,0.448275961,0.30260761,0.387581323,0.364675922,0.470588174,0.78340575,0.752970386,0.783405752,0,0.113157359,0.032403091,0,0.687003808,0.819800434,0.843130406,0.768293218
200,NDIOUMANE,DIOURBEL,8,Rainfed Groundnut and Millet,32,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,8167.89,3.233527316,8557.865915,3.328613736,8988.352069,3.44249409,10372.16708,3.966411886,0.855441027,0,0,0.00312526,0,0,0.008412552,0,0.189579517,0.859884244,0.78311145,0.724640709,0.800784353,0.846173415,0.816800408,0.511075182,0.692188035,0.258714559,0.223354002,0.257837448,0.250676641,0.421275046,0.524187452,0.644328748,0.61357152,0.344827575,0.317768301,0.299949956,0.459974528,0.382352959,0.831644972,0.592079302,0.879884194,0.026484937,0.043826573,0.008299361,0.029150677,0.707021485,0.824322382,0.87796771,0.810191853
201,TAIBA THIEKENE,DIOURBEL,8,Rainfed Groundnut and Millet,31,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,3819.137943,3.609771213,4001.376289,3.746607013,4282.359529,3.957818419,4900.793062,4.529383606,0.904021629,0,0,0.00312526,0,0,0.005257845,0,0.143782218,0.863891758,0.829856754,0.811611527,0.876010243,0.953782746,0.645214429,0.593936944,1,0.259425881,0.21903659,0.255467573,0.256200271,0.366032669,0.489568509,0.677914818,0.591806106,0.08620692,0.151000637,0.187280903,0.237611146,0.514705957,0.723106581,0.542574253,0.518089744,0,0.127410428,0.057744945,0.305872879,0.691374798,0.827158459,0.851406529,0.781617177
202,TOUBA MBOUL,DIOURBEL,8,Rainfed Groundnut and Millet,34,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,15949.12399,2.842981104,16918.20407,2.978032752,17170.9986,2.993027471,19543.36625,3.382375606,0.839599527,0,0,0.004167014,0,0,0.006309414,0,0.207685426,0.893867962,0.813675688,0.705056625,0.762089333,0.831811471,0.789776172,0.535327405,0.6383948,0.262262459,0.227407978,0.244606921,0.247362381,0.412196134,0.484364339,0.604276652,0.584659404,0.362068938,0.30260761,0.425137772,0.459974528,0.35294113,0.904003806,0.493069349,0.92812356,0,0.073578581,0.133718948,0.078120175,0.728365261,0.813623308,0.883792287,0.817758513
203,KAFFRINE,KAFFRINE,10,Rainfed Groundnut and Cereals,13,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,47219.50051,25.46898625,46180.11661,24.90836926,49404.61072,26.4904079,46309.0787,24.77746319,0.398149713,0,0,0.213559463,0,0,0.145116514,0,0.29501981,0.910378919,0.74445668,0.706734952,0.730319596,0.90403881,0.78220269,0.518711674,0.30374944,0.23397899,0.204045613,0.216743179,0.21624212,0.490301387,0.511064873,0.470380149,0.574996749,0.362068938,0.272286235,0.387581323,0.634688659,0.705882436,0.988422587,0.814851515,0.518089744,0,0,0,0,0,0,0,0
204,KAHONE,KAOLACK,10,Rainfed Groundnut and Cereals,12,0.00153211,0,0.001403121,2,2,Tropics lowland; semi-arid with soil/terrain limitations,35236.50564,20.30922515,36984.21866,21.31655254,38820.49076,22.32345645,36936.32277,20.84442594,0.379139912,0.050274223,0.188964475,0.152096008,0,0,0.145116514,0,0.355727858,0.633058957,0.557475464,0.574573414,0.601769026,0.455328204,0.480173963,0.408003234,0.501225677,0.258609889,0.204447207,0.235751531,0.22967169,0.409534441,0.579882876,0.55524038,0.624339356,0.344827575,0.257125547,0.637956961,0.428208359,0.750000046,0.686927164,0.790099064,0.530149548,0,0.01883216,0.002777696,0,0.803031835,0.890064874,0.878481332,0.884282779
205,KARANTABA,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",0,0,0,0.000309514,1,2,Tropics lowland; semi-arid with soil/terrain limitations,12705.52687,7.49588606,12558.20321,7.387178361,12637.53624,7.416394509,12798.49618,7.480126345,0.0052805,0.009140768,0,0.007292274,0.640043764,0,0.036804913,0.881863196,0.029821497,0.307460143,0.28368154,0.14514502,0.613595954,0.022522122,0,0.008915026,0,0.91278997,0.805439291,0.924914532,0.634524483,1,0.93785531,0.92107037,0.735845539,0.913793184,0.818071557,0.925888901,0.602922487,0.911764784,0.795465557,0.648415084,0.674867359,0.07061271,0.101268764,0.879688138,0.334863905,0.97366707,0.907755516,0.992955568,0.954194618
206,KOLIBANTANG,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",52,0,0,0.00012038,1,2,Tropics lowland; semi-arid with soil/terrain limitations,11473.62713,4.731392629,11164.70051,4.592636985,10701.47828,4.38405501,11389.11776,4.656221489,0.0063366,0.004570384,0,0.00312526,0.054704595,0,0.021031379,1,0.018105909,0.372106434,0.370309396,0.217310936,0.722492916,0.049255257,0.026650009,0.019967664,0,0.902789941,0.764258561,0.912439693,0.573354139,0.960218652,0.897018214,0.981449179,0.714858709,0.896551818,0.696785871,0.875813833,0.412325274,0.558823566,0.674867359,0.653960431,0.445730912,0.095942478,0.049601872,0.880530811,0.258683161,0.977419433,0.897942523,0.984181668,0.945344143
207,KATABA 1,ZIGUINCHOR,11,Forest and Rainfed Rice,28,0.001529695,0.001798947,0.011275043,3,2,Tropics lowland; semi-arid with soil/terrain limitations,33904.27081,2.828655999,34673.02688,2.853512212,35213.78378,2.876003249,36429.49257,2.964639695,0.0010561,0.077696527,0.056689342,0.005208767,0.071115974,0,0.00946412,0.990315937,0.047927406,0.328023976,0.30078265,0.158477735,0.435648794,0.070766148,0.07187443,0.096910729,0.128673648,0.9119642,0.919070483,0.934476772,0.861111658,1,0.965549026,1,1,0.568965505,0.530018119,0.600400659,0.428208359,0.985294131,0.590448578,0.579702929,0.711046776,0.952027882,0.615382579,0.179860572,0.124211827,0.904391338,0.985736783,0.997872217,0.999709038
208,DIOULOULOU,ZIGUINCHOR,11,Forest and Rainfed Rice,0,0,0,0.069632324,1,52,Dominantly hydromorphic soils,8674.419051,4.577529842,8785.269001,4.599617278,9312.380054,4.867945663,9085.338419,4.746780783,0.0031683,0.031992687,0.245653817,0.022918577,0.536105033,0,0.025237655,0.772314973,0.13526179,0.302839811,0.325929844,0.158477735,0.368633545,0.118287658,0.025728263,0.123039612,0.141747977,0.792672769,0.795565584,0.804949471,0.788474104,0.896740869,0.800237064,0.932921701,0.998194108,0.465517323,0.363250364,0.600400659,0.39644219,0.735294174,0.373371935,0.431188221,0.373371935,0.180769551,0.152667607,0.067161196,0.071442383,0.895729269,0.964316837,0.979520693,0.97174931
209,DJINAKY,ZIGUINCHOR,11,Forest and Rainfed Rice,2,0.008033485,0.000254261,0.040851874,3,2,Tropics lowland; semi-arid with soil/terrain limitations,15968.21922,2.822736295,15728.00773,2.771943554,15080.74492,2.647137954,16003.23812,2.756327613,0.0021122,0.173674589,0.113378685,0.004167014,0.34463895,0,0.026289224,0.694535735,0.241767137,0.3288598,0.289040943,0.147039003,0.370964321,0.087252082,0.073228239,0.157396928,0.184396538,0.814940266,0.856627182,0.83677626,0.73821479,0.870478868,0.827568886,0.927054807,1,0.758620707,0.651303805,0.725588478,0.634688659,0.85294113,0.662807554,0.604455527,0.707019132,1,0.55697985,0.099314996,0.175145126,0.960077499,1,1,1
210,KAFOUNTINE,ZIGUINCHOR,11,Forest and Rainfed Rice,0,0.000525845,0.000106461,0.015233853,3,50,Land with severe soil/terrain limitations,44270.35092,4.069340098,45292.73893,4.152630322,48522.13167,4.438541133,46981.28734,4.28270623,0.0021122,1,0.07558579,0.006250521,1,0,0.021031379,0.182945533,0.140587057,0,0,0,0,0.046190555,0.041294666,0.049166064,0,0.786402125,0.7744658,0.803516051,0.778712844,0.591243504,0.567138975,0.619378264,0.529473893,0.551724143,0.545178807,0.675513262,0.55527323,0.604114699,0.518089744,0.480693124,0.554269161,0.486214513,0.49856486,0.261812423,0.192941197,0.951463993,1,1,1
211,DIAMAGADIO,KAFFRINE,10,Rainfed Groundnut and Cereals,46,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,27557.04634,2.662002158,28391.3373,2.730723988,27376.62933,2.622784952,28578.85394,2.7356039,0.449898614,0.018281536,0,0.004167014,0.00547046,0,0.439555817,0.036150914,0.120351042,0.820610608,0.749855517,0.721230088,0.714584922,0.522591387,0.514550198,0.304931285,0.488065719,0.296984618,0.279333657,0.292550398,0.271131183,0.722948025,0.614752061,0.69947618,0.652583605,0.568965505,0.24196486,0.512769142,0.491740701,0.735294174,0.771345945,0.740594161,0.361312131,0.007111909,0.427551578,0.004054343,0.116710471,0.897061439,0.890831196,0.930318297,0.90235534
212,DIOKOUL BELBOUCK,KAFFRINE,10,Rainfed Groundnut and Cereals,49,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,25754.34402,3.27413476,27049.68731,3.420979804,26728.10017,3.368805164,27678.59416,3.468930212,0.442505914,0,0,0.006250521,0,0,0.29759401,0,0.308865505,0.893547361,0.800715443,0.783751234,0.795070995,0.635201686,0.636034826,0.345351657,0.62893486,0.254189666,0.220616778,0.233455913,0.218966971,0.64136652,0.567858638,0.583642918,0.527436126,0.241379293,0.393571921,0.412619006,0.444091444,0.573529435,0.78340575,0.666336659,0.301013101,0,0.11558094,0.004344868,0.044497721,0.856701995,0.849383825,0.906855149,0.904732128
213,KATHIOTTE,KAFFRINE,10,Rainfed Groundnut and Cereals,44,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,41782.74765,3.215789091,43302.72131,3.31187161,42577.18552,3.243481795,44382.89735,3.379494201,0.479469415,0,0,0.009375781,0,0,0.239757719,0.001095482,0.326971414,0.883929327,0.822408513,0.78688453,0.764599748,0.611139117,0.676693589,0.396907743,0.405079946,0.272745056,0.225869783,0.2535044,0.242880577,0.561305612,0.530214984,0.543832934,0.538114917,0.293103487,0.135839949,0.487731609,0.459974528,0.632352913,0.819585167,0.691089109,0.349252323,0.05102327,0.401378333,0.134664747,0.100764402,0.880992488,0.872301356,0.920752596,0.907361305
214,MEDINATOUL SALAM 2,KAFFRINE,10,Rainfed Groundnut and Cereals,49,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,19734.01871,3.227149421,20154.62661,3.276642271,20778.88281,3.340119403,22075.69381,3.498525169,0.275642109,0,0,0.004167014,0,0,0.651972743,0.027387056,0.094789758,0.742979466,0.778193359,0.781541165,0.75602971,0.46482729,0.551347328,0.488265895,0.501978173,0.311473193,0.279620433,0.286785222,0.265872038,0.651572147,0.688457476,0.607134142,0.702629041,0.60344823,0.469375365,0.637956961,0.507623785,0.750000046,0.795465557,0.851980193,0.457790717,0.468055508,0.179191444,0.013590549,0.167831225,0.876926411,0.875567705,0.913763101,0.904654147
215,KEBEMER,LOUGA,5,Rainfed Cowpea and Groundnut,43,0,0,0,0,53,Desert/Arid climate,23281.89017,18.50706691,22567.58786,17.67234758,24114.07392,18.88337817,23220.69675,18.18378759,0.046468401,0,0,0.216684724,0,0,0.004206276,0,0.783879351,0.704392704,0.690519791,0.854244281,0.824590014,0.836021591,0.891606285,0.808164915,0.799213771,0.173112871,0.133492055,0.135490933,0.129717095,0.164091913,0.255474809,0.219453869,0.301450598,0.327586212,0.24196486,0.174762136,0.221728059,0,0.686927164,0.480693124,0.940183365,0,0.4854583,0.025565918,0.822918749,0.588870184,0.743792375,0.795753899,0.690669653
216,GATHIARY,TAMBACOUNDA,15,Rainfed Maize and Artisanal Gold Mining,48,0,0,0.000582501,1,2,Tropics lowland; semi-arid with soil/terrain limitations,2962.188164,3.965446003,2899.865105,3.882014866,2743.790848,3.648658043,2990.086066,3.903506613,0.0021122,0.013711152,0.018896447,0.001041753,0.010940919,0,1,0.002190964,0.039406978,1,1,0.962425713,1,0.611401067,0.403557529,0.508732657,0.435434824,0.28267975,0.256218448,0.28678771,0.237701834,0.538854937,0.848892034,0.604202294,0.63619567,0.379310304,0.348089676,0.550325443,0.507623785,0.529411826,0.78340575,0.691089109,0.843704779,0.033270319,0.014033619,0.02284472,0.033084072,0.860302938,0.888013984,0.897955903,0.915241653
217,MADINA FOULBE,TAMBACOUNDA,15,Rainfed Maize and Artisanal Gold Mining,76,0,0,0.000130257,1,2,Tropics lowland; semi-arid with soil/terrain limitations,5778.21056,3.392959812,5626.503455,3.303877542,5360.808432,3.147861675,5659.076472,3.315217617,0,0.004570384,0,0.001041753,0.00547046,0,1,0.005477411,0.012780642,1,1,0.961857237,1,0.442395143,0.243600379,0.388018917,0.357911823,0.297007547,0.284653263,0.308789011,0.258279356,0.7213386,0.814318948,0.617644566,0.743372111,0.431034391,0.363250364,0.550325443,0.444091444,0.750000046,0.698986969,0.889108869,1,0.125870093,0.015020049,0.012745558,0.07362715,0.872510581,0.889161773,0.905060713,0.936025099
218,SADATOU,TAMBACOUNDA,15,Rainfed Maize and Artisanal Gold Mining,91,0,0,0.000181513,1,50,Land with severe soil/terrain limitations,16639.10175,3.129415413,17460.29422,3.272169082,17514.89103,3.280556477,17865.17031,3.338036307,0.0021122,0,0,0.001041753,0.00547046,0,0.947463616,0.096402436,0.005325267,0.925703672,0.944464541,0.727967621,0.93048369,0.325264166,0.239901303,0.262157021,0.151073303,0.35980166,0.349260208,0.40519383,0.339298391,0.786207584,0.805662709,0.780134504,0.843617929,0.413793029,0.378411233,0.375062556,0.52350687,0.558823566,0.554269161,0.62920798,0.570923276,0.151865179,0.042314392,0.014660386,0.569756944,0.874290757,0.856858465,0.909265574,0.938329459
