fid,COMMUNE,REGION,LZCODE,LZNAME,DEM,aug_22,nov_dec_24,oct_24,recur,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage_scaled,Wetland_percentage_scaled,Bare_percentage_scaled,Impervious_percentage_scaled,Water_percentage_scaled,Irrigated_percentage_scaled,Shrubland_percentage_scaled,Forest_percentage_scaled,Grassland_percentage_scaled,Dry_LST_2021_scaled,Dry_LST_2022_scaled,Dry_LST_2023_scaled,Dry_LST_2024_scaled,Wet_LST_2021_scaled,Wet_LST_2022_scaled,Wet_LST_2023_scaled,Wet_LST_2024_scaled,Dry_NDVI_2021_scaled,Dry_NDVI_2022_scaled,Dry_NDVI_2023_scaled,Dry_NDVI_2024_scaled,Wet_NDVI_2021_scaled,Wet_NDVI_2022_scaled,Wet_NDVI_2023_scaled,Wet_NDVI_2024_scaled,Dry_VHI_M_2021_scaled,Dry_VHI_M_2022_scaled,Dry_VHI_M_2023_scaled,Dry_VHI_M_2024_scaled,Wet_VHI_M_2021_scaled,Wet_VHI_M_2022_scaled,Wet_VHI_M_2023_scaled,Wet_VHI_M_2024_scaled,Dry_precip_log_2021_scaled,Dry_precip_log_2022_scaled,Dry_precip_log_2023_scaled,Dry_precip_log_2024_scaled,Wet_precip_log_2021_scaled,Wet_precip_log_2022_scaled,Wet_precip_log_2023_scaled,Wet_precip_log_2024_scaled
427,PIKINE OUEST,DAKAR,0,Urban Area - Dakar,12,0,0,0,0,56,Dominantly built-up land,38303.19781,158.9344308,36963.7412,153.3765195,36329.28047,150.7439024,36667.38334,152.1468188,0,0,0.018896447,0.987582299,0,0,0.003154707,0.012050305,0.038341925,0.055976954,0.230258336,0.174678182,0.133273613,0.391371715,0.340848018,0.412045271,0.345136676,0.046366425,0.058702635,0.039481832,0,0.060631252,0.057535728,0.022646957,0.068000194,0,0.090357795,0,0,0.308823524,0.19247471,0.072277229,0,0,0,0,0,0,0,0,0
428,MPAL,SAINT LOUIS,1,The Niayes Gardening and Fishing,14,0,0,0,0,53,Desert/Arid climate,9438.259689,17.06737738,9452.737998,16.91008586,9849.102836,17.46294829,10269.17617,18.20775916,0.175312606,0,0,0.128135678,0,0,0.024186086,0.002190964,0.730626677,0.741261832,0.77861671,0.742546465,0.875058016,0.802520573,0.740124385,0.870816492,0.990777545,0.235372111,0.209708494,0.187327739,0.215053824,0.195717285,0.25059622,0.364508822,0.218884414,0.620689596,0.423893299,0.299949956,0.348792837,0.382352959,0.674867359,0.505445575,0.530149548,0,0,0,0,0,0,0,0
429,FASS NGOM,SAINT LOUIS,1,The Niayes Gardening and Fishing,11,0.000111658,0,0,1,53,Desert/Arid climate,27878.22765,3.873051911,28407.25061,3.929623822,28296.69491,3.896006458,31768.39127,4.308162636,0.165807705,0.018281536,0,0.007292274,0,0.112107623,0.013670396,0.002190964,0.868018575,0.702883532,0.769253261,0.760452222,0.865535752,0.762590067,0.760480215,0.817343708,0.935042056,0.227956093,0.197798071,0.176891644,0.210861494,0.209139673,0.234214651,0.369715931,0.177846931,0.500000052,0.30260761,0.287431187,0.205844974,0.397058827,0.674867359,0.530198025,0.626628137,0.173351715,0,0.414841136,0.208780129,0.560037013,0.741567536,0.827356781,0.617610228
430,GANDON,SAINT LOUIS,1,The Niayes Gardening and Fishing,3,0.002111779,0.000901753,0.000148949,3,53,Desert/Arid climate,137467.9203,9.359836608,143866.6384,9.708910679,153235.4698,10.28080978,159661.9919,10.65905547,0.093992903,0.479890311,0.434618292,0.021876823,0.153172867,0.67264574,0.066248843,0.00985934,0.689089592,0.53441227,0.661706455,0.572269719,0.660100855,0.533758899,0.540827819,0.546755269,0.826651915,0.254645797,0.204790685,0.184974935,0.213128743,0.184228186,0.209349251,0.298368895,0.17239928,0.551724143,0.166161327,0.437656541,0.39644219,0.499999912,0.795465557,0.740594161,0.59044872,0.13214691,0.15375552,0.191569115,0.47594668,0.507225263,0.732223987,0.814665501,0.615970656
431,NDIEBENE GANDIOLE,SAINT LOUIS,1,The Niayes Gardening and Fishing,0,0.001586449,0.000827243,0.001182658,3,53,Desert/Arid climate,49673.15036,9.885204052,53320.74202,10.39390683,57198.40205,11.09786613,58428.61489,11.31460397,0.072870902,0.484460695,0.680272109,0.035419618,0.771334792,1,0.172457306,0.010954822,0.443062242,0.308098391,0.347121596,0.470549495,0.373857464,0.382260876,0.47288039,0.494289627,0.692789452,0.302829489,0.265368524,0.228712166,0.264130964,0.280674049,0.228059819,0.305655146,0.24370408,0.362068938,0.044875729,0.087130692,0.221728059,0.573529435,0.747226191,0.604455527,0.602508525,0.034526464,0,0.675308212,0.493096917,0.516312717,0.721705322,0.812448983,0.665875824
432,RICHARD TOLL,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",7,0,0,0,0,51,Ample irrigated soils,40510.65339,26.42573607,40686.55376,26.54047864,43642.93502,27.99418539,40789.1396,25.73447293,0.0021122,0.589579525,0,0.227102259,0.481400438,1,0.115672583,0.143508172,0.269458527,0.477567417,0.386675315,0.423653465,0.362760187,0.523345422,0.440900878,0.321099434,0.490583245,0.381244693,0.409926105,0.335670394,0.368804797,0.240303963,0.263576309,0.301881235,0.320996133,0,0,0,0,0.794117652,0.264833542,0.431188221,0.614568332,0.037206498,0,0.019178181,0,0.524615495,0.653074446,0.648664651,0.626363721
433,RUFISQUE EST,DAKAR,0,Urban Area - Dakar,5,0,0,0,0,56,Dominantly built-up land,82764.37788,92.785177,83404.27678,93.50255245,84096.6348,94.27873856,80989.05814,90.79490823,0.0126732,0.004570384,0.22675737,0.633386116,0.00547046,0,0.211365357,0.035055431,0.139522004,0.300435303,0.239247817,0.319629545,0.254206372,0.454313021,0.418459115,0.430234438,0.569810238,0.207027447,0.237005906,0.1630015,0.155528822,0.202347274,0.239758046,0.29070844,0.156046434,0.258620655,0.196482703,0.149724601,0.205844974,0.308823524,0.108055927,0.233168313,0.325132713,0,0,0,0,0,0,0,0
434,RUFISQUE NORD,DAKAR,1,The Niayes Gardening and Fishing,25,0,0,0,0,56,Dominantly built-up land,114908.0449,134.3953742,113462.9095,132.7051573,114501.778,133.9202082,111943.3317,130.9278734,0.0042244,0,0.056689342,0.918826569,0,0,0.028392361,0,0.087334384,0.284405247,0.240146766,0.319629545,0.271346448,0.449237109,0.527395173,0.471665319,0.656132186,0.080404777,0.07379289,0.078385665,0.072035788,0.095438696,0.152171496,0.151497973,0.090651094,0.362068938,0.454214675,0.375062556,0.30114358,0.499999912,0.19247471,0.31980204,0.337192518,0,0.355593885,0.247451802,0.865533234,0.594474528,0.851894491,0.728460368,0.74648408
435,RUFISQUE OUEST,DAKAR,0,Urban Area - Dakar,16,0,0,0,0,56,Dominantly built-up land,112077.4335,117.1133057,112560.4155,117.617989,111912.1825,116.9406296,112886.3808,117.9586007,0,0.009140768,0.113378685,0.911534295,0,0,0.024186086,0.003286447,0.094789758,0.205056472,0.221268854,0.281260067,0.270394222,0.323354496,0.388536765,0.409013743,0.557985314,0.063199937,0.066380133,0.046428945,0.057549615,0.074056981,0.100007274,0.119049777,0.064894828,0.206896568,0.21164339,0.212318511,0.237611146,0.249999957,0.011577413,0,0.228654125,0,0,0,0,0,0,0,0
436,KHOSSANTO,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,137,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,10120.92956,5.343679811,10671.88343,5.607926134,11083.15073,5.824041374,11384.05909,5.975884038,0,0.004570384,0,0.001041753,0.00547046,0,0.604652141,0.457911573,0.002130107,0.877517305,0.797657428,0.652165027,0.880771375,0.00757654,0.088161151,0,0.168914277,0.347835842,0.409799826,0.47021383,0.380414098,0.982260957,0.835651723,0.913227206,0.985958791,0.327586212,0.408732612,0.187280903,0.39644219,1,0.40955135,0.431188221,0.646078644,0.074527629,0.02296062,0,0.227104517,0.895069466,0.872130843,0.913129364,0.916680322
437,MISSIRAH SIRIMANA,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,129,8.69E-05,0,0.000158551,2,2,Tropics lowland; semi-arid with soil/terrain limitations,15386.38166,3.827458124,15796.4557,3.908079094,16071.39418,3.963352449,16939.80251,4.176479908,0,0.004570384,0,0.001041753,0.010940919,0,0.661436864,0.396564568,0.00319516,0.900654726,0.839979929,0.691220429,0.889274817,0.048022068,0.092274057,0.054096452,0.19286671,0.368330099,0.394166129,0.459180475,0.365048309,0.95592974,0.917616161,0.859863743,0.964708252,0.431034391,0.272286235,0.224837277,0.205844974,0.867646999,0.433670962,0.356930719,0.530149548,0.354192728,0.006236152,0.029589985,0.262457021,0.907388091,0.882490857,0.930085216,0.945922039
438,SABODALA,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,153,5.92E-05,1.53E-05,0.000106291,3,50,Land with severe soil/terrain limitations,20381.30726,4.88994896,21046.01322,5.032523485,23707.50262,5.600638464,24832.03532,5.8168272,0,0.004570384,0.037792895,0.001041753,0.00547046,0,0.546815849,0.517067613,0.002130107,0.860700577,0.794690055,0.670165248,0.826683668,0,0.213645788,0,0.193029936,0.377812033,0.432872637,0.478373375,0.429179514,0.908814596,0.820845207,0.806698143,0.886183787,0.22413793,0.378411233,0.224837277,0.428208359,0.970588262,0.451295036,0.511631953,0.686927164,0.152216219,0.010121359,0,0.424659356,0.898341547,0.881057387,0.944689076,0.904529205
439,DAHRA,LOUGA,6,Sylvopatoral Livestock and Gathering,39,0,0,0,0,53,Desert/Arid climate,25655.05715,14.77825873,26630.50539,15.2697852,29080.93359,16.67484724,27419.51232,15.72219743,0.373859412,0,0,0.204183682,0,0,0.014721965,0,0.463298258,0.878318808,0.976385303,0.99856095,0.888389186,0.922312093,0.751345266,1,0.816951157,0.215413259,0.180351266,0.163418327,0.142886344,0.25455844,0.289695558,0.257832167,0.259025828,0.896551818,0.560339676,0.512769142,0.348792837,1,0.723106581,0.691089109,0.807525362,0,0,0,0,0,0,0,0
440,AFFE DJOLOF,LOUGA,6,Sylvopatoral Livestock and Gathering,47,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,4977.567486,1.344925016,5075.518102,1.371020557,5471.777559,1.474475225,5664.606844,1.516628338,0.713923623,0,0,0.002083507,0,0,0.005257845,0,0.336556895,0.994309016,1,0.970668011,0.98932519,0.705063066,0.865289838,0.598523739,0.672981662,0.350945187,0.340818756,0.279538314,0.242220024,0.555587458,0.362335157,0.460598092,0.557040721,0.724137982,0.575500364,0.287431187,0.285260496,0.676470522,0.602508382,0.901485242,0.638687942,0,1,0.753120166,0.287191595,0.721930174,0.81167431,0.866476618,0.813899779
441,BOULAL,LOUGA,6,Sylvopatoral Livestock and Gathering,54,0,0,0,0,53,Desert/Arid climate,18750.7829,1.362306226,19058.94757,1.380083097,19592.33025,1.411246147,20092.67316,1.44520414,0.870226428,0,0,0,0,0,0.004206276,0,0.181059089,0.916511502,0.989869526,1,0.97599402,0.776198823,0.971350979,0.919058343,0.848972595,0.294005886,0.242544546,0.23057562,0.206071783,0.257478959,0.271787936,0.367161919,0.420573522,0.724137982,0.560339676,0.425137772,0.30114358,0.617647044,0.38543174,0.666336659,0.566328965,0,0.874645731,0.640858365,1,0.698252371,0.814841941,0.87845419,0.792766968
442,DEALY,LOUGA,6,Sylvopatoral Livestock and Gathering,56,0,0.001014601,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,29526.44878,1.167560947,30851.01424,1.214081077,30959.52788,1.214909072,32261.64469,1.265807851,0.837487327,0,0,0.001041753,0,0,0.005257845,0,0.21194564,0.940624929,0.954735074,0.9756796,0.994192279,0.917008519,0.843895661,0.586132996,0.641170793,0.328428597,0.277478181,0.274088062,0.248538763,0.418680237,0.433889306,0.533850105,0.559865812,0.568965505,0.378411233,0.350025021,0.348792837,0.529411826,0.638687942,0.926237695,0.638687942,0,1,0.758818783,0.919357625,0.726583485,0.822058092,0.886976691,0.814829758
443,SAGATTA DJOLOF,LOUGA,6,Sylvopatoral Livestock and Gathering,54,0,0.000965482,0,1,53,Desert/Arid climate,10273.51511,1.842452494,11057.21334,1.959109379,11549.95678,2.033801159,11862.96015,2.088917089,0.92197533,0,0,0.00312526,0,0,0.005257845,0,0.126741362,0.881224256,0.977643831,0.923008683,1,0.958178437,0.88639539,0.604042037,0.768307718,0.30194236,0.251706049,0.234851635,0.211304979,0.376113145,0.3366168,0.54081002,0.537554358,0.672413891,0.469375365,0.387581323,0.332909753,0.588235304,0.686927164,0.901485242,0.711046776,0,0.951337584,0.785695187,1,0.719322409,0.827537169,0.904134487,0.820147133
444,THIAMENE PASSE,LOUGA,6,Sylvopatoral Livestock and Gathering,45,0,0.000159748,0,1,53,Desert/Arid climate,14657.19242,2.289828529,15755.49381,2.432529536,16613.7936,2.550474916,17195.11391,2.634862689,0.672735722,0,0,0.00312526,0,0,0.010515689,0,0.37170366,0.90279547,1,1,0.947427226,0.789312453,0.836436951,0.875494776,0.771851258,0.29688364,0.247603085,0.230807093,0.181694833,0.328280616,0.323683285,0.350426723,0.327865652,0.810344798,0.560339676,0.450175307,0.364675922,0.941176522,0.602508382,0.715841562,0.698986969,0.232389256,1,0.705955037,0.951506028,0.692229709,0.796276097,0.859629535,0.79791046
445,KANENE NDIOB,LOUGA,5,Rainfed Cowpea and Groundnut,48,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,9525.258904,3.40187818,9605.857263,3.378774978,9581.911306,3.330521831,10091.65991,3.487097412,0.441449814,0,0,0.008334028,0,0,0.001051569,0,0.607080475,0.758627726,0.784909347,0.956256985,0.854574501,1,0.935647439,1,0.856473304,0.215741265,0.162754015,0.187302965,0.167296262,0.194996524,0.321528989,0.323920424,0.396544799,0.362068938,0.226804169,0.249874812,0.30114358,0.073529347,0.554269161,0.604455527,0.554269161,0.794718162,0.182142814,0.073968018,0.841249116,0.660493784,0.826544311,0.84089803,0.767754435
446,LORO,LOUGA,5,Rainfed Cowpea and Groundnut,47,0,0,1.88E-05,1,2,Tropics lowland; semi-arid with soil/terrain limitations,8189.446177,3.201503587,8657.698463,3.355697079,8942.686804,3.378423424,9383.14627,3.534141721,0.799467726,0,0,0.007292274,0,0,0.001051569,0,0.248157458,0.791957375,0.825961313,0.972763337,0.876962469,0.84543184,0.889736138,0.869970599,0.905141735,0.243353835,0.195606256,0.236407158,0.194822058,0.350456323,0.522904232,0.470633851,0.467163444,0.344827575,0.378411233,0.425137772,0.317026668,0.249999957,0.566328965,0.653960431,0.493970134,0.005153414,0.394567335,0.092348198,0.354430736,0.68019142,0.834565736,0.853929201,0.788414518
447,NGOURANE OUOLOF,LOUGA,5,Rainfed Cowpea and Groundnut,41,0,0,0,0,53,Desert/Arid climate,10758.26577,3.616223788,11545.66395,3.838319132,11999.44199,3.899721153,12614.69241,3.999585417,0.348513011,0,0,0.011459288,0,0,0.001051569,0,0.696544967,0.727636285,0.772324073,0.890055794,0.863631299,0.835006409,0.929009223,0.937510105,0.838604637,0.217826635,0.180616619,0.168369365,0.184496008,0.231342488,0.268061745,0.324342913,0.370136013,0.396551666,0.166161327,0.287431187,0.428208359,0.176470522,0.590448578,0.740594161,0.831644972,0.004120417,0.513119486,0.054120407,0.804221379,0.619998354,0.794918813,0.817151497,0.741977844
448,SAGATTA GUETH,LOUGA,5,Rainfed Cowpea and Groundnut,40,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,16265.20547,4.112567754,16715.11474,4.12413391,17008.05484,4.121166668,17657.66352,4.255884193,0.656894221,0,0,0.009375781,0,0,0.001051569,0,0.389809568,0.806183558,0.814759549,0.941215099,0.838873411,0.987019298,1,0.970272722,0.771115959,0.243356736,0.185764215,0.231865388,0.185341795,0.28001812,0.416451649,0.296662153,0.559823258,0.362068938,0.196482703,0.287431187,0.189961889,0.249999957,0.602508382,0.62920798,1,0.135971949,0.652146713,0.181799985,0.668066685,0.685689127,0.838422266,0.867386568,0.806984201
449,THIOLOM FALL,LOUGA,5,Rainfed Cowpea and Groundnut,41,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,22411.3733,4.285157418,23884.06693,4.527785201,24335.20167,4.546936037,25545.32693,4.707080695,0.184817506,0,0,0.013542795,0,0,0.001051569,0,0.852042773,0.733824632,0.73456825,0.928044853,0.840777864,1,1,0.950010479,0.837053529,0.191308415,0.136679604,0.163986726,0.146713941,0.175657501,0.285287126,0.246472804,0.367063504,0.293103487,0.181322015,0.249874812,0.380559102,0,0.662807554,0.431188221,0.783405752,0.082311991,0.754656521,0.036244833,0.781295777,0.649753862,0.810203109,0.850293135,0.766902551
450,DIANKE SOUF,KAFFRINE,10,Rainfed Groundnut and Cereals,44,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,21804.04179,3.422926498,22148.2787,3.456887576,22055.26386,3.420481368,23163.13544,3.534737591,0.288315309,0,0,0.00312526,0,0,0.460587196,0,0.303540238,0.893355338,0.802412396,0.681107291,0.748897116,0.699242687,0.694761469,0.364469234,0.336759274,0.31585914,0.234694055,0.318813442,0.286571186,0.434751061,0.612734012,0.697456423,0.764123313,0.275862121,0.21164339,0.525287908,0.539390145,0.735294174,0.711046774,0.703465334,0.566328965,0.022115808,0.152881125,0.055098817,0.146450165,0.828645783,0.848828208,0.870937566,0.847736805
451,SAGNA,KAFFRINE,10,Rainfed Groundnut and Cereals,45,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,42494.6583,2.682235581,44163.00406,2.775278329,44566.86861,2.796089379,45816.84256,2.860870594,0.330559311,0,0,0.005208767,0,0,0.452174645,0,0.266263366,0.890241811,0.785691994,0.733905467,0.737937408,0.636486795,0.578091896,0.442662821,0.317800355,0.306538924,0.237280935,0.28163869,0.25556958,0.53184879,0.564688204,0.661137274,0.672047385,0.293103487,0.196482703,0.462694074,0.412325274,0.514705957,0.614568332,0.653960431,0.349252323,0.021668475,0.290594984,0.176969636,0.150186567,0.851386099,0.844398995,0.898176219,0.883809928
452,SAINT LOUIS,SAINT LOUIS,1,The Niayes Gardening and Fishing,5,0,1.69E-05,0,1,53,Desert/Arid climate,151642.4498,60.778537,150395.3037,60.13406784,146216.5688,58.30006731,142779.0465,56.86142833,0.0031683,0.287934186,1,0.579214935,0.060175055,1,0.035753344,0.010954822,0.219401014,0.08082354,0.074740305,0.13386964,0.13422584,0.330214317,0.194976559,0.168854566,0.399531328,0.119394162,0.068745086,0.04359489,0.056729447,0.004837242,0.017178947,0.001157519,0,0.586206868,0.120679171,0.337506255,0.269377316,0.323529392,0.373371935,0.678712884,0.19247471,0,0,0.019830069,0.349460596,0.47076661,0.69241084,0.782118424,0.564414809
453,LEONA,LOUGA,1,The Niayes Gardening and Fishing,24,0,0,0,0,53,Desert/Arid climate,53267.52694,4.022012001,55113.15358,4.100375982,56203.2488,4.154586695,57987.57976,4.280789884,0.102441703,0.004570384,0.207860922,0.013542795,0.010940919,0.33632287,0.03995962,0.003286447,0.862693307,0.623925258,0.641429173,0.770708444,0.768678405,0.669201302,0.753721813,0.842673693,0.788041256,0.223451799,0.177055669,0.160691427,0.20017487,0.209917776,0.210096054,0.332144551,0.242088508,0.344827575,0.166161327,0.237356046,0.253494231,0.294117652,0.530149548,0.579702929,0.530149548,0.168931803,0.69586941,0.805028286,0.474900711,0.610636852,0.748465905,0.831035483,0.710826341
454,NGUEUNE SARR,LOUGA,5,Rainfed Cowpea and Groundnut,36,0,0,0,0,53,Desert/Arid climate,17206.51847,4.220387164,17715.18825,4.328167175,18009.2163,4.299168369,18873.54859,4.399428575,0.027458601,0,0,0.010417535,0,0,0.002103138,0,1,0.682466033,0.759738798,0.805060418,0.786172187,0.775124251,0.878332133,0.844831682,0.810099483,0.193767244,0.161422263,0.126524172,0.166505369,0.205268999,0.202353473,0.318887356,0.225301285,0.482758689,0.287446923,0.324987488,0.428208359,0.367647087,0.650747747,0.851980193,0.566328965,0,0.354463072,0.414860999,0.5252387,0.594572312,0.741658256,0.809235538,0.708486354
455,SAKAL,LOUGA,5,Rainfed Cowpea and Groundnut,18,0,0,0,0,53,Desert/Arid climate,30927.97957,3.489561048,31759.33066,3.54932171,32630.48804,3.600804242,34686.81867,3.785530794,0.111946604,0,0,0.007292274,0,0,0.002103138,0,0.93724705,0.725241124,0.780072724,0.80293373,0.84458677,0.851406281,0.828475044,0.868647224,0.909323735,0.214276364,0.166226126,0.143831509,0.171366966,0.196249686,0.247149572,0.359657832,0.218180043,0.620689596,0.363250364,0.337506255,0.205844974,0.249999957,0.554269161,0.62920798,0.542209356,0.124721541,0,0.327590863,0.366537861,0.589895185,0.749663294,0.823683885,0.631581054
456,GALOYA TOUCOULEUR,SAINT LOUIS,3,Valley Rice and Remittances,25,0,0,0.000492514,1,53,Desert/Arid climate,4929.639132,12.77108583,5710.990997,14.64356666,6063.535289,15.46820227,5761.714769,14.69825196,0,0,0,0.146887241,0,0,0,0,0.910620713,0.919996953,0.881096799,0.848275695,0.882675828,0.853279692,0.817735482,0.821301536,0.938747878,0.09364879,0.096957754,0.120346227,0.099691209,0.167622705,0.287428391,0.192764545,0.225186479,0.431034391,0.454214675,0.437656541,0.52350687,0.661764654,1,0.864356418,0.904003948,0,0,0,0,0,0,0,0
457,BOKE DIALLOUBE,SAINT LOUIS,6,Sylvopatoral Livestock and Gathering,58,2.11E-05,0.00147374,0.005498524,3,53,Desert/Arid climate,39880.52935,2.429073538,40894.44781,2.479052365,41121.67062,2.475717677,41656.99898,2.485501132,0,0.02285192,0.037792895,0.001041753,0,0,0.044165896,0.012050305,0.974523921,0.890362622,0.877476064,0.806189021,0.798817815,0.719065887,0.777540628,0.645686845,0.754844008,0.170116156,0.142230358,0.150062791,0.134724678,0.175900343,0.243000445,0.249625287,0.231515831,0.655172528,0.590661052,0.512769142,0.571156318,0.720588305,0.686927164,0.926237695,0.807525362,0.650956695,0.799260466,0.386949419,0.742098182,0.779855468,0.850896469,0.835806482,0.816309375
458,MBOLO BIRANE,SAINT LOUIS,4,Dieri Millet and Remittances,65,0.002835994,0.000105217,0.023940888,3,53,Desert/Arid climate,22486.04498,3.485127864,23012.18262,3.522991828,22778.12955,3.444968171,23708.25271,3.563543171,0,0.10511883,0.037792895,0.001041753,0,0,0.024186086,0.005477411,0.977719081,0.913158925,0.786629395,0.81406597,0.762710486,0.757045442,0.745610664,0.672743152,0.870200225,0.145868782,0.142293051,0.155400303,0.127068414,0.175775671,0.249722341,0.192929056,0.206528334,0.482758689,0.727107246,0.500250375,0.52350687,0.397058827,0.554269161,0.777722837,0.698986969,0.906578749,0.512757267,0.398012678,0,0.758816221,0.822362397,0.824996699,0.820321718
459,PETE,SAINT LOUIS,6,Sylvopatoral Livestock and Gathering,21,0,0,0,0,53,Desert/Arid climate,6359.808104,16.43361267,6734.478891,17.31228507,7181.730998,18.46203341,6606.145796,16.98237994,0,0,0.018896447,0.122926911,0,0,0.003154707,0,0.924466408,0.947248047,0.835250443,0.815022147,0.816019976,0.832976044,0.597058146,0.632336297,0.848878453,0.115804663,0.117872318,0.114788536,0.093501663,0.15187648,0.207595983,0.17392918,0.171481926,1,0.893874998,0.813219848,0.332909753,0.838235261,0.614568332,0.715841562,0.566328965,0,0,0,0,0,0,0,0
460,GOLF SUD,DAKAR,0,Urban Area - Dakar,3,0,0,0,0,56,Dominantly built-up land,84829.96329,94.36035961,85033.70736,94.58699373,83268.35612,92.62331047,85729.78108,95.36126927,0,0.137111517,0.453514739,0.541711809,0.486870897,0.112107623,0.032598637,0.074492792,0.248157458,0,0.130475091,0.121813566,0.068522215,0.227927353,0.10614458,0.34130962,0.513050602,0.236857421,0.305971017,0.243449068,0.324885354,0.169943201,0.1643314,0.207319144,0.258706158,0,0,0,0,0,0,0,0.02363729,0,0,0,0,0,0,0,0
461,SAM NOTAIRE,DAKAR,0,Urban Area - Dakar,10,0,0,0,0,56,Dominantly built-up land,48602.74708,150.4729012,48513.17019,150.1955733,45993.72398,142.3954303,46649.02741,144.4242335,0,0.013711152,0.869236584,0.919868322,0.016411379,0,0.002103138,0.002190964,0.05218762,0,0.056761342,0.076622847,0,0.162955682,0.167859429,0.337267583,0.382976434,0,0,0,0,0,0,0,0,0.08620692,0.120679171,0.212318511,0.094663283,0.426470565,0.276893347,0.31980204,0.168355098,0,0,0,0,0,0,0,0
462,BAMBILOR,DAKAR,1,The Niayes Gardening and Fishing,8,0.002593787,0,0,1,52,Dominantly hydromorphic soils,141380.6083,18.15131703,153455.4988,19.6309964,172208.2637,21.99620178,185042.0733,23.62339759,0.384420412,0,0.037792895,0.072922744,0,0,0.215571633,0.074492792,0.305670345,0.497604987,0.482862767,0.494423837,0.544635439,0.619586863,0.488589625,0.512364565,0.723534255,0.315545318,0.36231862,0.356339653,0.34738497,0.41633018,0.435660615,0.538143642,0.488448391,0.500000052,0.408732612,0.425137772,0.348792837,0.85294113,0.493970134,0.493069349,0.879884194,0,0.520628611,0.322027731,0.618504537,0.620511391,0.886550131,0.811180833,0.781696725
463,SANGALKAM,DAKAR,1,The Niayes Gardening and Fishing,19,0,0,0,0,52,Dominantly hydromorphic soils,219380.0879,37.72009765,238771.9228,40.86461112,260456.8278,44.46173231,265284.8513,45.20103106,0.229173707,0,0.037792895,0.235436286,0,0,0.240809287,0.086543096,0.257742939,0.493425866,0.454625182,0.453496393,0.475997745,0.528182403,0.522252269,0.536337914,0.560350299,0.257147136,0.295642765,0.296450343,0.276949291,0.425114915,0.371402216,0.439096866,0.395238469,0.344827575,0.363250364,0.36254379,0.332909753,0.617647044,0.264833542,0.295049587,0.57838877,0,0.55794207,0.069732323,0.734248976,0.61025921,0.878468822,0.78163168,0.770873394
464,TIVAOUANE PEULH NIAGHA,DAKAR,1,The Niayes Gardening and Fishing,0,0.005152434,0,0,1,52,Dominantly hydromorphic soils,208243.1245,38.34342193,227880.5355,41.89750607,255811.6429,47.00691712,262039.459,48.01016105,0.090824603,0.191956124,1,0.187515626,0.092997812,0,0.169302599,0.025196091,0.39939505,0.181139223,0.171826706,0.226690141,0.16374486,0.367007338,0.464836068,0.374486962,0.562715284,0.160128584,0.188561704,0.165640511,0.170678119,0.214738365,0.236760267,0.262551748,0.228032128,0.206896568,0.226804169,0.262393579,0.30114358,0.794117652,0.180414903,0.431188221,0.602508525,0.030121828,0.83603259,0.375144389,0.668727503,0.621741193,0.888139823,0.825772917,0.76438604
465,THIETTY,KOLDA,12,"Forest, Rainfed Rice, and Groundnut",53,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,7246.019268,2.806359128,7239.07575,2.802584495,7371.510359,2.842850119,8211.383193,3.153372962,0.015841501,0,0,0.001041753,0,0,0.110414739,0.958546952,0.004260214,0.645241799,0.620401835,0.449391163,0.835064505,0.03871992,0.165989282,0.114842619,0.22590309,0.658151929,0.494120157,0.628021391,0.44083118,0.946085623,0.908689793,0.952154969,0.857437944,0.793103432,0.332928989,0.637956961,0.364675922,0.35294113,0.638687942,0.616831755,0.438739057,0.105589589,0.113784256,0.059357538,0.057654492,0.988993269,0.890857299,0.963329706,0.93691418
466,SARE BIDJI,KOLDA,12,"Forest, Rainfed Rice, and Groundnut",54,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,25151.25287,4.254991181,25314.90737,4.281229049,25187.95399,4.254721958,26897.67302,4.531279147,0.024290301,0.004570384,0,0.004167014,0,0,0.140910238,0.895008983,0.020236016,0.525315605,0.612551021,0.422369679,0.817924429,0.128456923,0.10333936,0.086661277,0.146611091,0.682550023,0.550861447,0.714694561,0.488946585,0.868450895,0.869811747,0.885240865,0.729071307,0.758620707,0.514857428,0.662994494,0.459974528,0.35294113,0.433670962,0.579702929,0.440477484,0.155880783,0.020691341,0.883705197,0.342934375,0.993790446,0.898480874,0.9712247,0.943825143
